listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category
120,60,Nigeria,Ibadan,Liquid,Greywater,18.44,Low,,26,Unmatched,2.55,Closed,6.41,2025-09-25 23:30:22,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated
121,61,Kenya,Mombasa,Organic,Agricultural Residue,263.23,Medium,,20,Matched,50.36,Open,5.69,2025-11-11 19:18:22,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
122,61,Kenya,Mombasa,Liquid,Used Cooking Oil,218.42,Medium,,36,Unmatched,39.8,In Progress,3.21,2025-11-12 03:43:53,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
123,62,Nigeria,Ibadan,Organic,Livestock Manure,402.76,Low,,30,Matched,327.47,Closed,5.63,2025-12-28 08:39:02,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
124,62,Nigeria,Ibadan,Others,Miscellaneous,338.92,Medium,,45,Matched,130.39,In Progress,6.8,2026-01-18 14:11:05,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
125,63,Nigeria,Kano,Organic,Livestock Manure,373.41,High,,14,Unmatched,105.37,In Progress,5.68,2026-03-17 08:01:54,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
126,63,Nigeria,Kano,Organic,Food Scraps,232.18,Low,,55,Matched,55.51,In Progress,6.4,2025-10-01 10:30:59,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
127,64,Kenya,Mombasa,Organic,Food Scraps,213.55,Low,,36,Matched,54.85,Closed,5.36,2025-12-25 07:16:11,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
128,64,Kenya,Mombasa,Organic,Agricultural Residue,392.88,Low,,60,Unmatched,315.42,In Progress,6.66,2025-10-24 03:43:15,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
129,65,Nigeria,Port Harcourt,Organic,Agricultural Residue,288.89,Low,,37,Matched,112.07,Open,6.63,2026-02-12 08:21:32,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
130,65,Nigeria,Port Harcourt,Organic,Food Scraps,119.12,Low,,45,Matched,96.13,Open,5.21,2026-01-16 11:18:36,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
131,66,Kenya,Nairobi,Organic,Food Scraps,416.15,High,,17,Matched,84.9,Open,6.06,2025-10-22 02:28:24,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
132,66,Kenya,Nairobi,Others,Textiles,218.28,High,,13,Unmatched,58.79,Open,7.43,2026-02-12 00:11:20,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
133,67,Nigeria,Kano,Organic,Agricultural Residue,336.69,Medium,,37,Unmatched,177.15,In Progress,5.09,2025-10-04 20:55:14,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
134,67,Nigeria,Kano,Organic,Livestock Manure,129.32,Medium,,21,Unmatched,32.63,In Progress,6.83,2026-01-10 18:54:49,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
135,68,Nigeria,Abuja,Organic,Livestock Manure,332.88,Low,,45,Matched,69.29,In Progress,5.71,2026-02-09 15:58:53,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
136,68,Nigeria,Abuja,Organic,Food Scraps,274.88,Medium,,22,Unmatched,138.06,Closed,5.64,2025-10-18 23:23:17,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
137,69,Kenya,Eldoret,Organic,Market Waste,380.48,High,,10,Unmatched,81.22,Open,6.57,2025-12-31 02:21:41,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
138,69,Kenya,Eldoret,Liquid,Greywater,18.04,Medium,,60,Unmatched,6.0,Open,4.86,2025-11-18 03:56:06,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
139,70,Kenya,Nairobi,Solid,Textiles/Used Clothing,67.3,High,,53,Matched,24.83,Closed,6.88,2026-03-04 22:21:28,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
140,70,Kenya,Nairobi,Organic,Livestock Manure,321.25,Medium,,2,Unmatched,111.25,Open,6.26,2025-11-16 22:07:32,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
141,71,Kenya,Nakuru,Organic,Food Scraps,330.66,Low,,3,Matched,139.44,In Progress,5.09,2026-02-24 01:44:53,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
142,71,Kenya,Nakuru,Organic,Agricultural Residue,244.0,High,,25,Unmatched,163.69,Closed,5.81,2026-02-27 14:26:23,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
143,72,Kenya,Nairobi,Solid,PET Bottles,160.8,Medium,,55,Matched,96.2,Closed,6.74,2026-01-27 12:39:23,2,5,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
144,72,Kenya,Nairobi,Liquid,Greywater,120.38,Low,,32,Matched,18.01,Closed,8.55,2026-02-18 20:10:34,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
145,73,Nigeria,Kano,Liquid,Industrial Effluent,159.16,High,,34,Matched,17.69,Closed,5.25,2025-11-13 23:34:37,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
146,73,Nigeria,Kano,Organic,Agricultural Residue,41.66,Medium,,18,Unmatched,27.53,Closed,6.53,2025-11-08 05:34:07,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
147,74,Nigeria,Abuja,Organic,Agricultural Residue,131.41,Low,,14,Matched,26.95,Closed,6.21,2026-01-27 14:52:39,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
148,74,Nigeria,Abuja,Organic,Food Scraps,486.72,High,,32,Matched,367.62,Closed,6.8,2026-01-30 01:14:33,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
149,75,Nigeria,Lagos,Liquid,Industrial Effluent,61.2,High,,4,Unmatched,7.04,In Progress,2.1,2026-01-28 04:24:22,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
150,75,Nigeria,Lagos,Organic,Food Scraps,253.93,High,,27,Matched,222.8,Closed,5.03,2025-11-25 21:57:23,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
151,76,Kenya,Nairobi,Organic,Food Scraps,18.73,High,,44,Matched,8.49,In Progress,6.72,2025-10-05 03:05:39,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
152,76,Kenya,Nairobi,Organic,Livestock Manure,188.77,Medium,,25,Matched,69.47,In Progress,5.2,2025-12-29 07:03:27,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
153,77,Nigeria,Kano,Organic,Livestock Manure,123.5,Medium,,29,Unmatched,59.73,Open,5.31,2026-01-07 03:41:29,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
154,77,Nigeria,Kano,Solid,LDPE 'Sachet' Water Bags,231.69,Low,,51,Unmatched,140.09,Closed,6.67,2025-11-23 19:11:23,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
155,78,Kenya,Kisumu,Organic,Food Scraps,188.29,High,,51,Unmatched,121.68,Closed,6.11,2026-02-23 09:24:12,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
156,78,Kenya,Kisumu,Organic,Food Scraps,452.83,Low,,60,Unmatched,333.86,In Progress,6.3,2025-10-14 10:15:01,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
157,79,Kenya,Kisumu,Organic,Livestock Manure,146.1,Low,,29,Matched,114.06,In Progress,5.77,2025-09-19 00:35:08,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
158,79,Kenya,Kisumu,Liquid,Industrial Effluent,173.15,Medium,,17,Unmatched,34.35,Open,10.48,2025-10-13 02:42:32,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
159,80,Kenya,Nakuru,Others,Construction debris,344.27,High,,48,Unmatched,117.0,Open,7.0,2025-12-26 03:19:44,4,15,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
160,80,Kenya,Nakuru,Liquid,Greywater,190.86,High,,54,Matched,64.02,Closed,2.86,2025-11-10 03:58:48,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
161,81,Kenya,Nairobi,Liquid,Greywater,410.72,Medium,,9,Matched,99.36,Closed,7.58,2025-11-27 22:51:01,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
162,81,Kenya,Nairobi,Solid,LDPE 'Sachet' Water Bags,407.19,Medium,,48,Matched,343.76,Open,7.31,2026-02-14 17:59:09,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
163,82,Nigeria,Kano,Organic,Agricultural Residue,95.07,Medium,,19,Matched,65.37,Open,5.95,2025-12-19 16:16:17,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
164,82,Nigeria,Kano,Organic,Livestock Manure,138.15,Medium,,45,Matched,104.12,Open,6.53,2025-12-05 12:30:42,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
165,83,Kenya,Nairobi,Organic,Market Waste,103.73,Medium,,13,Matched,47.45,In Progress,5.31,2025-11-21 14:27:08,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
166,83,Kenya,Nairobi,Liquid,Septage/Sewage,220.82,Low,,56,Unmatched,55.35,Open,3.52,2026-03-14 08:13:03,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
167,84,Kenya,Eldoret,Organic,Market Waste,422.81,Medium,,24,Matched,359.14,In Progress,6.15,2026-03-12 09:03:28,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
168,84,Kenya,Eldoret,Liquid,Industrial Effluent,176.24,High,,58,Unmatched,50.11,Closed,5.68,2025-10-18 04:14:57,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
169,85,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,267.54,Low,,10,Unmatched,108.72,In Progress,6.67,2025-10-06 09:46:48,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General
170,85,Kenya,Eldoret,Organic,Livestock Manure,160.36,Low,,34,Matched,100.25,Closed,6.38,2025-10-28 19:51:18,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
171,86,Nigeria,Ibadan,Liquid,Used Cooking Oil,131.63,Low,,57,Unmatched,20.95,In Progress,6.07,2025-10-16 12:45:23,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated
172,86,Nigeria,Ibadan,Organic,Agricultural Residue,229.11,Medium,,22,Matched,112.9,In Progress,6.44,2025-12-23 06:24:45,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
173,87,Kenya,Nairobi,Solid,PET Bottles,423.82,High,,49,Unmatched,377.27,In Progress,7.26,2025-10-29 10:56:30,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
174,87,Kenya,Nairobi,Solid,Textiles/Used Clothing,84.01,Medium,,13,Unmatched,72.3,Closed,7.08,2026-02-24 23:53:31,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
175,88,Kenya,Kisumu,Organic,Food Scraps,322.23,High,,46,Matched,152.86,In Progress,5.99,2025-10-23 02:33:51,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
176,88,Kenya,Kisumu,Liquid,Used Cooking Oil,171.86,Medium,,49,Matched,49.28,In Progress,6.04,2026-02-17 21:56:39,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
177,89,Kenya,Eldoret,Organic,Livestock Manure,47.06,High,,31,Unmatched,34.8,Closed,5.25,2026-03-09 17:03:56,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
178,89,Kenya,Eldoret,Solid,Scrap Metal,177.36,Low,,13,Matched,165.05,Closed,6.8,2026-01-03 00:00:01,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General
179,90,Kenya,Kisumu,Organic,Agricultural Residue,166.26,High,,26,Unmatched,91.23,Open,6.95,2026-01-13 15:15:42,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
180,90,Kenya,Kisumu,Organic,Market Waste,410.72,Medium,,56,Matched,232.95,Open,5.32,2026-01-28 10:29:36,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
181,91,Kenya,Eldoret,Organic,Agricultural Residue,419.91,High,,5,Matched,339.63,Closed,6.48,2026-02-24 23:09:30,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
182,91,Kenya,Eldoret,Organic,Livestock Manure,389.7,Low,,24,Unmatched,205.96,Closed,6.34,2025-12-27 14:11:52,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
183,92,Kenya,Eldoret,Organic,Market Waste,406.47,High,,50,Unmatched,79.45,Open,6.72,2026-02-27 19:26:56,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
184,92,Kenya,Eldoret,Organic,Food Scraps,215.92,High,,26,Matched,93.78,In Progress,5.37,2025-12-28 20:13:25,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
185,93,Nigeria,Ibadan,Others,Miscellaneous,211.1,Low,,36,Matched,47.37,Open,7.49,2026-02-01 21:11:19,4,16,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
186,93,Nigeria,Ibadan,Organic,Agricultural Residue,462.58,High,,56,Unmatched,414.03,Closed,5.67,2026-01-01 12:51:00,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
187,94,Kenya,Eldoret,Others,Textiles,58.66,Low,,9,Matched,6.88,In Progress,7.29,2026-01-30 21:16:11,4,14,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
188,94,Kenya,Eldoret,Organic,Market Waste,151.65,Medium,,60,Matched,124.48,Closed,5.15,2026-02-10 09:07:23,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
189,95,Nigeria,Lagos,Organic,Market Waste,357.46,Low,,31,Unmatched,209.59,Open,6.77,2026-02-19 08:46:24,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
190,95,Nigeria,Lagos,Organic,Food Scraps,478.45,Medium,,14,Unmatched,103.21,In Progress,6.06,2025-10-08 15:36:06,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
191,96,Kenya,Kisumu,Organic,Agricultural Residue,383.77,High,,29,Matched,100.5,Open,6.11,2025-12-06 13:27:10,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
192,96,Kenya,Kisumu,Organic,Food Scraps,106.02,Medium,,38,Matched,89.58,Open,6.05,2025-12-14 22:31:24,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
193,97,Nigeria,Lagos,Organic,Livestock Manure,14.91,Low,,55,Unmatched,12.49,Open,6.79,2026-03-13 09:29:34,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
194,97,Nigeria,Lagos,Organic,Food Scraps,400.08,High,,32,Unmatched,355.74,Open,5.96,2025-10-01 08:31:46,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
195,98,Nigeria,Abuja,Organic,Food Scraps,169.92,High,,40,Matched,118.22,Closed,6.31,2025-10-09 03:42:49,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
196,98,Nigeria,Abuja,Organic,Market Waste,92.44,Low,,39,Matched,79.16,In Progress,5.46,2026-02-22 12:34:17,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
197,99,Nigeria,Abuja,Organic,Market Waste,291.7,Low,,19,Matched,106.26,In Progress,6.34,2025-10-12 00:03:52,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
198,99,Nigeria,Abuja,Solid,LDPE 'Sachet' Water Bags,475.86,Medium,,6,Unmatched,257.75,In Progress,7.39,2026-03-14 19:52:46,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
199,100,Nigeria,Port Harcourt,Liquid,Septage/Sewage,186.89,High,,54,Matched,18.39,Open,4.68,2025-09-19 21:28:19,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
200,100,Nigeria,Port Harcourt,Liquid,Industrial Effluent,142.1,Medium,,16,Unmatched,56.25,In Progress,6.29,2025-12-18 15:11:42,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
201,101,Kenya,Eldoret,Liquid,Greywater,186.14,Medium,,35,Matched,15.91,Closed,8.39,2025-11-23 03:15:14,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
202,101,Kenya,Eldoret,Organic,Livestock Manure,186.83,High,,40,Matched,134.21,In Progress,5.03,2025-11-16 00:30:57,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
203,102,Kenya,Kisumu,Liquid,Industrial Effluent,66.63,Low,,50,Unmatched,24.07,Closed,9.9,2026-01-28 17:00:28,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated
